group,q,kv,fused_ms,nvfp4_fa2_ms,fp8_fa2_ms,bf16_fa2_ms,fused_cosine,fused_vs_nvfp4_fa2_speedup,target_ms_for_2x,gap_to_target_ms,passes_2x,splits,split_kv_len
12,1024,32768,1.0059839487075806,4.6966400146484375,4.118624210357666,2.8126718997955322,0.9906780123710632,4.668702736939649,2.3483200073242188,-1.3423360586166382,True,5,6656
12,1024,65536,1.866495966911316,9.431424140930176,8.260448455810547,5.661920070648193,0.9925611019134521,5.053010726049052,4.715712070465088,-2.849216103553772,True,10,6656
12,1024,131072,3.8422720432281494,18.911808013916016,16.540159225463867,11.101247787475586,0.9905843734741211,4.922037742550614,9.455904006958008,-5.613631963729858,True,20,6656
12,1024,262144,7.680448055267334,37.88169479370117,33.16902542114258,21.9968318939209,0.9925070405006409,4.932224594334897,18.940847396850586,-11.260399341583252,True,40,6656
12,2048,8192,0.5333120226860046,1.7528959512710571,1.5561280250549316,1.0657919645309448,0.9900193214416504,3.2868112412742296,0.8764479756355286,-0.3431359529495239,True,2,6656
12,2048,32768,1.878175973892212,7.646719932556152,6.824160099029541,4.659872055053711,0.9915525317192078,4.071354355955038,3.823359966278076,-1.9451839923858643,True,5,6656
12,2048,65536,3.749119997024536,15.567904472351074,13.855232238769531,9.450431823730469,0.9908655285835266,4.152415629456096,7.783952236175537,-4.034832239151001,True,10,6656
12,2048,131072,7.515935897827148,31.338655471801758,27.96076774597168,19.778783798217773,0.9904452562332153,4.169627827834686,15.669327735900879,-8.15339183807373,True,20,6656
12,2048,262144,14.921600341796875,63.29955291748047,57.19910430908203,41.43084716796875,0.9920792579650879,4.242142361913566,31.649776458740234,-16.72817611694336,True,40,6656
12,4096,8192,0.9757120013237,2.555327892303467,2.2735040187835693,1.5436480045318604,0.9887527227401733,2.618936621499767,1.2776639461517334,-0.30195194482803345,True,2,6656
12,4096,32768,3.733311891555786,12.541855812072754,11.22985553741455,7.624063968658447,0.9934709072113037,3.3594449583600623,6.270927906036377,-2.537616014480591,True,5,6656
12,4096,65536,7.450592041015625,25.89299201965332,23.134016036987305,15.767295837402344,0.9899370074272156,3.475293221949611,12.94649600982666,-5.495903968811035,True,10,6656
12,4096,131072,14.808735847473145,53.01408004760742,47.07721710205078,32.647361755371094,0.9884305000305176,3.5799193525795356,26.50704002380371,-11.698304176330566,True,20,6656
12,4096,262144,29.5614070892334,108.25878143310547,98.10688018798828,68.2721939086914,0.990972101688385,3.6621660500231923,54.129390716552734,-24.567983627319336,True,40,6656
16,128,8192,0.1727360039949417,0.14892800152301788,0.13513599336147308,0.0974079966545105,0.991529643535614,0.8621711633862909,0.07446400076150894,0.09827200323343277,False,2,6656
16,128,32768,0.1907840073108673,0.5175999999046326,0.4639360010623932,0.32121598720550537,0.9913405179977417,2.713015662058323,0.2587999999523163,-0.06801599264144897,True,5,6656
16,128,65536,0.3547520041465759,1.0159679651260376,0.901856005191803,0.6220800280570984,0.9929143786430359,2.863882242385476,0.5079839825630188,-0.15323197841644287,True,10,6656
16,128,131072,0.687391996383667,2.0054399967193604,1.780735969543457,1.2486079931259155,0.9900987148284912,2.917461953688542,1.0027199983596802,-0.3153280019760132,True,20,6656
16,128,262144,1.2316800355911255,3.9793601036071777,3.5808000564575195,2.501312017440796,0.9917596578598022,3.230839169766478,1.9896800518035889,-0.7580000162124634,True,40,6656
16,256,8192,0.17791999876499176,0.2852799892425537,0.2555519938468933,0.1764799952507019,0.9915125370025635,1.603417216854694,0.14263999462127686,0.035280004143714905,False,2,6656
16,256,32768,0.35660800337791443,1.0664639472961426,0.9503679871559143,0.6545600295066833,0.9913433194160461,2.9905777133273146,0.5332319736480713,-0.17662397027015686,True,5,6656
16,256,65536,0.685696005821228,2.107487916946411,1.8767679929733276,1.2902079820632935,0.9929431676864624,3.0735018128366742,1.0537439584732056,-0.36804795265197754,True,10,6656
